,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Kruisfontein,-34.0033,24.7314,69.01,85,1,1.99,ZA,1612465486
358,Hämeenlinna,60.996,24.4643,9.0,85,20,4.61,FI,1612465486
359,Rio Tuba,8.5061,117.4317,79.66,80,100,11.12,PH,1612465486
360,Uddevalla,58.3478,11.9424,10.4,85,20,2.3,SE,1612465486
361,Hailun,47.45,126.9333,-10.7,90,100,8.55,CN,1612465486
362,Coruripe,-10.1256,-36.1756,83.05,69,0,16.67,BR,1612465486
363,Sibolga,1.7427,98.7792,76.19,84,100,2.46,ID,1612465486
364,Bonfim,3.0833,-59.95,77.0,100,75,11.5,BR,1612465486
365,Alofi,-19.0595,-169.9187,75.2,100,100,6.91,NU,1612465222
366,Yar-Sale,66.8333,70.8333,-23.42,86,29,6.93,RU,1612465487
367,Ende,-8.8432,121.6623,78.33,78,100,4.38,ID,1612465487
368,Suixi,33.8907,116.7747,44.37,58,100,4.94,CN,1612465487
369,Margate,51.3813,1.3862,46.0,88,100,1.99,GB,1612465487
370,Prainha,-1.8,-53.48,93.54,43,100,6.93,BR,1612465487
371,Marabu,4.4148,114.0089,77.0,100,40,4.61,MY,1612465488
372,Takoradze,4.8845,-1.7554,80.51,82,46,10.54,GH,1612465488
373,Lethem,3.3803,-59.7968,77.0,100,75,11.5,GY,1612465488
374,Hihyā,30.6713,31.588,60.8,82,0,9.22,EG,1612465488
375,Tripoli,32.8752,13.1875,65.7,50,96,9.93,LY,1612465356
376,Bezhetsk,57.7851,36.6965,6.69,95,100,6.76,RU,1612465489
377,Klyuchi,52.2667,79.1667,20.57,98,100,3.91,RU,1612465489
378,College,64.8569,-147.8028,-8.0,70,90,4.61,US,1612465489
379,Ilulissat,69.2167,-51.1,-0.4,32,1,10.36,GL,1612465489
380,Westport,41.1415,-73.3579,41.0,45,1,11.5,US,1612465489
381,Morón,-34.6534,-58.6198,84.99,33,0,5.01,AR,1612465489
382,Kulhudhuffushi,6.6221,73.07,81.61,73,99,7.74,MV,1612465490
383,Bandar-E Lengeh,26.5579,54.8807,64.4,72,0,4.61,IR,1612465491
384,Amahai,-3.3333,128.9167,78.12,81,100,2.95,ID,1612465491
385,Kumluca,36.3703,30.2869,62.28,44,0,6.46,TR,1612465491
386,Olovyannaya,50.95,115.5667,5.9,90,0,10.38,RU,1612465491
387,Mangan,27.5167,88.5333,52.77,37,0,5.55,IN,1612465492
388,Katobu,-4.9408,122.5276,75.92,90,100,1.19,ID,1612465492
389,Kodlipet,12.8,75.8833,65.3,74,5,3.65,IN,1612465492
390,Malé,4.1748,73.5089,82.4,78,75,11.5,MV,1612465492
391,Alice Springs,-23.7,133.8833,75.2,88,90,12.66,AU,1612465492
392,Sierra Vista,31.5545,-110.3037,66.0,19,1,21.85,US,1612465492
393,Aswān,24.0934,32.907,61.75,44,0,8.12,EG,1612465493
394,Ambovombe,-25.1667,46.0833,79.0,81,96,7.9,MG,1612465493
395,Port Hedland,-20.3167,118.5667,78.8,94,75,6.91,AU,1612465493
396,Lata,40.1629,-8.3327,54.0,87,93,0.45,PT,1612465493
397,Goderich,43.7501,-81.7165,32.0,51,100,9.22,CA,1612465205
398,Purpe,64.4803,76.6897,-13.54,89,86,7.61,RU,1612465493
399,Camaná,-16.6228,-72.7111,75.22,65,96,8.46,PE,1612465204
400,Bundaberg,-24.85,152.35,71.01,94,31,6.91,AU,1612465494
401,Kyshtovka,56.555,76.6271,4.84,93,84,4.47,RU,1612465494
402,Chrysochori,40.9333,24.7167,51.01,100,75,2.3,GR,1612465494
403,Buin,-33.7333,-70.75,89.6,29,0,9.22,CL,1612465494
404,Kavaratti,10.5669,72.642,81.54,70,30,9.66,IN,1612465494
405,Xining,36.6167,101.7667,22.24,63,0,4.92,CN,1612465494
406,Nome,64.5011,-165.4064,-0.4,50,75,9.22,US,1612465494
407,Houma,29.5958,-90.7195,72.0,60,75,13.8,US,1612465287
408,Kangaatsiaq,68.3065,-53.4641,-1.25,85,0,15.86,GL,1612465495
409,Porto Seguro,-16.4497,-39.0647,84.2,61,20,17.27,BR,1612465417
410,Prince George,53.9166,-122.753,28.0,86,90,8.05,CA,1612465495
411,Lillehammer,61.1146,10.4674,5.72,84,0,7.14,NO,1612465495
412,Hemsedal,60.8629,8.5534,-5.01,76,0,5.03,NO,1612465495
413,Kargasok,59.0556,80.8572,3.72,94,77,8.03,RU,1612465495
414,Srednekolymsk,67.45,153.6833,-2.06,82,100,17.9,RU,1612465496
415,‘Ewa Beach,21.3156,-158.0072,68.0,73,20,10.74,US,1612465496
416,Makakilo City,21.3469,-158.0858,68.0,73,20,11.61,US,1612465496
417,Fare,-16.7,-151.0167,81.01,66,25,5.23,PF,1612465496
418,Klaksvík,62.2266,-6.589,35.6,55,20,21.85,FO,1612465496
419,Saint-Pierre,-21.3393,55.4781,80.6,69,0,2.3,RE,1612465496
420,Abengourou,6.7297,-3.4964,84.9,57,1,6.98,CI,1612465497
421,Okha,53.5739,142.9478,-12.32,88,100,21.83,RU,1612465497
422,Sobolevo,54.4299,31.8996,18.63,96,100,15.59,RU,1612465497
423,Marsaxlokk,35.8419,14.5431,60.01,94,0,6.91,MT,1612465497
424,Hobyo,5.3505,48.5268,76.82,78,0,17.83,SO,1612465497
425,Namatanai,-3.6667,152.4333,78.62,80,99,1.88,PG,1612465497
426,Geraldton,-28.7667,114.6,77.0,33,40,18.41,AU,1612465497
427,Kerema,-7.9631,145.7785,77.36,85,99,6.35,PG,1612465498
428,Vostok,46.4856,135.8833,-22.32,87,43,5.48,RU,1612465498
429,Keflavik,64.0049,-22.5624,37.4,81,75,27.63,IS,1612465498
430,Esso,55.9333,158.7,-2.54,84,100,4.29,RU,1612465498
431,Mabaruma,8.2,-59.7833,84.34,58,22,9.28,GY,1612465498
432,Aldan,58.6031,125.3894,-26.39,78,97,0.87,RU,1612465498
433,Kununurra,-15.7667,128.7333,78.8,100,100,3.44,AU,1612465498
434,Dunmore Town,25.5,-76.65,66.16,54,0,2.59,BS,1612465499
435,Moerai,-22.4333,-151.3333,81.23,71,19,10.16,PF,1612465499
436,Baykit,61.67,96.37,-3.59,88,100,2.57,RU,1612465499
437,Capão Da Canoa,-29.7456,-50.0097,80.82,58,12,16.71,BR,1612465392
438,Luruaco,10.6092,-75.1431,89.6,74,40,13.8,CO,1612465212
439,Asău,46.4333,26.4,51.8,58,0,14.97,RO,1612465500
440,Inta,66.0317,60.1659,-6.02,91,12,7.83,RU,1612465500
441,Valleyview,55.0667,-117.2859,-4.0,77,100,14.97,CA,1612465500
442,Benguela,-12.5763,13.4055,75.65,82,0,6.82,AO,1612465500
443,Phayao,19.25,100.25,66.02,62,0,0.49,TH,1612465500
444,Coahuayana Viejo,18.7333,-103.6833,84.2,45,20,6.91,MX,1612465500
445,Zhigansk,66.7697,123.3711,-42.86,74,0,12.37,RU,1612465501
446,Guerrero Negro,27.9769,-114.0611,66.99,53,77,16.96,MX,1612465501
447,Roald,62.5833,6.1333,24.8,39,0,13.8,NO,1612465501
448,Malanje,-9.5402,16.341,66.78,92,43,3.11,AO,1612465501
449,Tegul'Det,57.3064,88.1667,4.12,95,91,5.57,RU,1612465501
450,Changli,39.7042,119.1506,29.88,80,30,5.66,CN,1612465502
451,High Level,58.5169,-117.136,-16.6,69,40,8.05,CA,1612465502
452,Kasama,-10.2129,31.1808,63.66,96,100,3.62,ZM,1612465502
453,Konëvo,62.1215,39.3192,9.41,95,100,7.0,RU,1612465503
454,Santa Cruz De La Sierra,-17.8,-63.1667,84.2,54,75,17.27,BO,1612465204
455,Tongliao,43.6125,122.2653,9.86,93,0,6.15,CN,1612465503
456,Andújar,38.0392,-4.0508,55.67,80,95,1.81,ES,1612465504
457,São João Da Barra,-21.6403,-41.0511,86.0,58,0,20.71,BR,1612465504
458,Dinar,38.065,30.1656,48.2,71,0,4.61,TR,1612465504
459,Moïssala,8.3404,17.7663,85.08,16,0,2.71,TD,1612465504
460,Parnamirim,-5.9156,-35.2628,87.8,51,20,14.97,BR,1612465301
461,Yulara,-25.2406,130.9889,66.2,77,90,12.66,AU,1612465505
462,Acapulco De Juárez,16.8634,-99.8901,84.2,70,1,9.22,MX,1612465389
463,Dzaoudzi,-12.7887,45.2699,82.4,78,0,3.44,YT,1612465505
464,Verāval,20.9,70.3667,68.81,42,0,12.26,IN,1612465505
465,Port Keats,-14.25,129.55,82.08,79,100,15.77,AU,1612465506
466,Pacific Grove,36.6177,-121.9166,57.2,38,1,8.05,US,1612465506
467,Champerico,14.3,-91.9167,84.2,65,75,11.5,GT,1612465506
468,Soyo,-6.1349,12.3689,81.03,84,100,8.16,AO,1612465451
469,Kolosovka,56.4678,73.611,6.87,93,100,5.66,RU,1612465507
470,Yola,9.2,12.4833,84.24,14,0,0.6,NG,1612465507
471,Ostrovnoy,68.0531,39.5131,10.78,92,100,20.6,RU,1612465507
472,Sechura,-5.5569,-80.8222,82.8,54,100,12.82,PE,1612465507
473,Tomatlán,19.9333,-105.25,88.23,30,0,8.32,MX,1612465507
474,Pleasanton,37.6624,-121.8747,55.4,30,1,10.36,US,1612465508
475,Baykal'Sk,51.5058,104.1469,16.63,91,100,7.43,RU,1612465508
476,Arrondissement De Limoux,42.9167,2.1667,53.01,100,90,13.8,FR,1612465508
477,Dornoch,57.8805,-4.0288,37.0,93,75,18.41,GB,1612465508
478,Homer,59.6425,-151.5483,15.8,86,1,5.75,US,1612465509
479,Plouzané,48.3833,-4.6167,48.2,87,20,8.05,FR,1612465509
480,Olafsvik,64.8945,-23.7142,38.8,79,100,38.59,IS,1612465509
481,Voh,-20.9667,164.7,74.93,90,32,4.68,NC,1612465509
482,Biltine,14.5333,20.9167,73.06,20,0,10.13,TD,1612465509
483,Acarí,-15.4311,-74.6158,81.66,50,71,12.01,PE,1612465509
484,Balakhninskiy,58.0106,114.2769,-7.37,86,100,0.34,RU,1612465510
485,Espoo,60.25,24.6667,10.99,92,0,6.91,FI,1612465510
486,Acajutla,13.5928,-89.8275,80.6,36,0,10.29,SV,1612465455
487,Ulaanbaatar,47.9077,106.8832,5.0,85,0,2.24,MN,1612465510
488,Yaan,7.3833,8.5667,86.38,13,65,4.92,NG,1612465510
489,Preiļi,56.2944,26.7246,7.47,96,86,6.35,LV,1612465510
490,Itarema,-2.9248,-39.9167,84.43,64,100,16.17,BR,1612465511
491,Villazón,-22.0866,-65.5942,62.26,53,75,12.28,BO,1612465227
492,Derzhavīnsk,51.1,66.3167,28.33,98,100,10.78,KZ,1612465511
493,Yangjiang,21.85,111.9667,58.48,87,0,2.62,CN,1612465511
494,Bermejo,-32.8833,-68.8,87.8,20,0,9.22,AR,1612465511
495,Ibrā’,22.6906,58.5334,57.4,85,0,0.63,OM,1612465512
496,Skjervøy,70.0311,20.9714,32.0,86,90,10.36,NO,1612465512
497,Kudahuvadhoo,2.6708,72.8944,82.0,76,100,15.3,MV,1612465512
498,Linden,6.0,-58.3,84.2,70,75,18.41,GY,1612465512
499,Tuatapere,-46.1333,167.6833,47.46,85,50,3.91,NZ,1612465513
500,Sibiti,-3.6819,13.3499,72.48,93,98,1.03,CG,1612465331
501,Sola,-13.8833,167.55,78.8,94,90,10.49,VU,1612465513
502,Castelo Branco,39.8222,-7.4909,48.0,91,100,1.99,PT,1612465513
503,Requena,39.4883,-1.1004,53.01,84,100,3.85,ES,1612465514
504,Isla Mujeres,21.2311,-86.731,78.8,50,40,14.97,MX,1612465514
505,Pangoa,-12.1167,-73.0,86.83,53,62,5.44,PE,1612465514
506,Atasū,48.6814,71.6433,21.74,95,100,8.37,KZ,1612465514
507,Awjilah,29.1081,21.2869,59.07,57,0,5.61,LY,1612465514
508,Usinsk,65.9939,57.5281,-8.39,91,100,9.78,RU,1612465515
509,Praia Da Vitória,38.7333,-27.0667,53.6,87,75,26.55,PT,1612465515
510,Glendive,47.1053,-104.7125,17.6,62,1,20.71,US,1612465515
511,Gârbovi,44.7833,26.7667,52.0,76,0,14.97,RO,1612465515
512,Kaitong,44.8135,123.15,4.32,93,0,6.35,CN,1612465512
513,Novoagansk,61.9449,76.6625,-11.18,91,84,6.17,RU,1612465516
514,Beloha,-25.1667,45.05,79.54,75,45,6.06,MG,1612465516
515,Aksarka,66.5606,67.7975,-18.29,87,91,6.11,RU,1612465516
516,Bahía Blanca,-38.7196,-62.2724,87.08,19,0,12.55,AR,1612465396
517,Ambilobe,-13.2,49.05,76.14,91,86,1.57,MG,1612465516
518,Bukama,-9.2,25.85,72.21,84,39,0.94,CD,1612465517
519,Sisimiut,66.9395,-53.6735,2.61,74,0,13.94,GL,1612465517
520,Coos Bay,43.3665,-124.2179,46.4,76,1,4.61,US,1612465474
521,Ahipara,-35.1667,173.1667,61.56,82,37,3.85,NZ,1612465517
522,Antofagasta,-23.65,-70.4,73.99,64,20,13.8,CL,1612465517
523,Honningsvåg,70.9821,25.9704,32.0,80,75,20.71,NO,1612465518
524,Mopti,14.6667,-4.0,89.6,15,0,4.61,ML,1612465518
525,Tual,-5.6667,132.75,82.85,79,100,26.35,ID,1612465518
526,Mian Channu,30.44,72.3543,54.36,58,0,3.49,PK,1612465251
527,Chumikan,54.7183,135.315,-18.94,76,99,29.68,RU,1612465519
528,Nara,34.6851,135.8049,39.0,53,0,2.04,JP,1612465245
529,Plácido De Castro,-10.3353,-67.1856,93.76,48,75,1.63,BR,1612465519
530,Ejura,7.3856,-1.3562,92.07,26,77,2.06,GH,1612465519
531,Lagdo,9.05,13.7333,82.4,13,0,5.75,CM,1612465519
532,Russell,32.3502,-85.1999,53.6,30,90,5.75,US,1612465519
533,Lagoa,39.05,-27.9833,54.97,71,1,26.22,PT,1612465520
534,Gallup,35.5281,-108.7426,42.8,33,1,9.22,US,1612465520
535,Okhotsk,59.3833,143.3,1.83,89,100,12.41,RU,1612465520
536,Maraã,-1.8333,-65.3667,85.21,81,90,3.62,BR,1612465520
537,Saint-Joseph,-21.3667,55.6167,80.6,69,0,2.3,RE,1612465520
538,Buritis,-15.6178,-46.4233,85.86,56,53,5.28,BR,1612465521
539,Goundam,16.4145,-3.6708,77.79,14,99,5.5,ML,1612465521
540,Neiafu,-18.65,-173.9833,80.6,83,75,10.36,TO,1612465521
541,Inhambane,-23.865,35.3833,84.2,84,20,9.22,MZ,1612465521
542,Crotone,39.0851,17.1178,51.8,93,0,3.87,IT,1612465521
543,Niterói,-22.8833,-43.1036,100.4,52,20,11.5,BR,1612465238
544,Warri,5.5167,5.75,82.81,76,0,7.4,NG,1612465522
545,Puno,-15.8333,-70.0333,57.2,54,75,12.66,PE,1612465522
546,Coolidge,32.9778,-111.5176,70.0,26,1,9.22,US,1612465522
547,Tàrrega,41.647,1.1396,57.99,74,100,8.01,ES,1612465238
548,Tahe,52.3333,124.7333,-13.0,88,100,1.28,CN,1612465512
549,Yasothon,15.75,104.1333,63.73,85,0,9.57,TH,1612465522
550,Benalla,-36.55,145.9833,75.2,57,40,12.66,AU,1612465523
551,Cairns,-16.9167,145.7667,78.8,83,75,6.91,AU,1612465509
552,Retz,48.7494,15.9624,39.0,100,12,2.73,AT,1612465523
553,Vila Do Maio,15.1333,-23.2167,69.8,73,90,23.02,CV,1612465523
554,Portree,57.4129,-6.1942,34.0,88,100,8.99,GB,1612465523
555,Felipe Carrillo Puerto,19.5833,-88.05,80.22,53,39,5.88,MX,1612465524
556,Bandiagara,14.3501,-3.6104,89.6,15,0,4.61,ML,1612465524
557,Lianyuan,27.6883,111.6642,50.22,87,100,3.65,CN,1612465524
558,Znamenskoye,57.1281,73.8282,6.49,94,100,3.78,RU,1612465524
559,Hastings,50.8552,0.5729,46.99,87,51,1.99,GB,1612465524
560,Baturaden,-7.3,109.2167,66.06,100,100,5.79,ID,1612465524
561,Rudnogorsk,57.2639,103.7519,2.03,95,100,3.49,RU,1612465525
562,Riyadh,24.6877,46.7219,69.8,24,0,4.61,SA,1612465525
563,Puerto Escondido,15.85,-97.0667,84.2,74,20,11.5,MX,1612465525
564,Nzérékoré,7.7562,-8.8179,83.59,41,27,2.48,GN,1612465526
565,Severnoye,56.3491,78.3619,2.01,93,83,5.37,RU,1612465526
566,Teguise,29.0605,-13.564,59.0,88,20,5.75,ES,1612465526
567,Cherskiy,68.75,161.3,-9.72,71,8,11.41,RU,1612465526
568,St. George'S,12.0564,-61.7485,84.2,70,20,20.71,GD,1612465471
569,Doka,13.5167,35.7667,82.04,16,0,17.58,SD,1612465527
570,Sungai Penuh,-2.0833,101.3833,64.22,96,97,3.02,ID,1612465527
571,Winnemucca,40.973,-117.7357,35.6,55,1,3.44,US,1612465527
572,Samarai,-10.6167,150.6667,80.6,78,14,5.64,PG,1612465528
573,Trofors,65.5333,13.4063,-2.2,84,0,3.44,NO,1612465528
574,Mil'Kovo,54.7167,158.6167,-3.1,84,96,6.49,RU,1612465528
575,Leshukonskoye,64.8989,45.7622,6.46,95,100,9.86,RU,1612465528
576,Pemangkat,1.1667,108.9667,76.06,91,100,6.24,ID,1612465528
577,Buenos Aires,-34.6132,-58.3772,84.0,30,0,9.22,AR,1612465202
578,Mehamn,71.0357,27.8492,30.2,74,75,21.85,NO,1612465529
579,Tutóia,-2.7619,-42.2744,87.8,62,20,21.85,BR,1612465529
